0,5,捕時機<>TN,15,1,
0,6,捕時機<>TO,15,1,
0,15,子彈<>Y,15,1,
0,7,水<>HH,25,6,
0,2,地雷<>TN,20,1,
0,5,地雷<>TO,20,1,
1,11,捕時機<>TN,10,1,
1,13,子彈<>Y,5,1,
1,8,水<>HH,15,1,
1,1,地雷<>TN,8,1,
1,1,地雷<>TO,8,1,
2,2,石塊<>WC,1,1,
2,1,菜刀<>WN,5,20,
2,1,玻璃杯<>WC,10,1,
2,1,縫紉工具<>Y,3,1,
2,1,縫紉工具<>Y,5,1,
2,1,縫紉工具<>Y,10,1,
2,1,碟子<>WC,10,1,
2,1,鍋<>WC,10,1,
2,1,玻璃<>WC,10,1,
2,1,電視<>WC,20,1,
2,1,桌子<>WC,20,1,
2,1,架子<>WC,15,1,
2,1,家傳寶刀<>WN,25,1,
2,11,空瓶子<>WC,2,1,
2,2,碟子<>WC,10,1,
2,5,玻璃杯<>WC,10,1,
2,4,玻璃<>WC,10,1,
2,4,鍋<>WC,10,1,
2,4,菜刀<>WNC,15,∞,
2,7,空瓶子<>WC,1,1,
2,5,磨刀石<>Y,1,1,
2,5,磨刀石<>Y,3,1,
2,5,磨刀石<>Y,5,1,
3,10,鋼琴線<>TN,8,1,
3,10,鋼琴線<>TO,8,1,
3,6,箭<>Y,12,1,
4,6,鋼琴線<>TN,8,1,
4,7,地雷<>TN,8,1,
4,7,地雷<>TO,8,1,
5,5,電池<>Y,1,1,
5,3,防火衣服<>DBA,15,20,
5,10,水<>HH,15,1,
5,3,防火頭盔<>DH,3,10,
5,4,地雷<>TN,8,1,
5,4,地雷<>TO,8,1,
6,1,觀音菩薩像<>WB,5,∞,
6,4,袈裟<>DBN,10,25,
6,1,閻王像<>WB,7,∞,
6,1,阿修羅像<>WB,10,∞,
6,1,地藏王菩薩像<>WB,8,∞,
6,6,地雷<>TN,8,1,
6,6,主祭的服裝<>DBN,10,15,
7,20,水<>HH,15,1,
7,3,地雷<>TN,8,1,
7,3,地雷<>TO,8,1,
8,2,神簽<>Y,1,1,
8,9,神簽<>Y,1,1,
8,3,地雷<>TN,8,1,
8,3,地雷<>TO,8,1,
8,10,石塊<>WC,1,1,
9,1,菜刀<>WNC,15,∞,
9,5,玻璃杯<>WC,10,1,
9,1,碟子<>WC,10,1,
9,1,鍋<>WC,10,1,
9,5,玻璃<>WC,10,1,
9,1,電視<>WC,20,1,
9,1,桌子<>WC,20,1,
9,1,架子<>WC,15,1,
9,1,家傳寶刀<>WNC,25,∞,
9,1,肥料<>Y,1,1,
9,2,碟子<>WC,10,1,
9,1,穀物<>SH,10,1,
9,1,山藥<>SH,10,1,
9,1,馬鈴薯<>SH,10,1,
9,1,牛蒡<>SH,10,1,
9,1,胡蘿蔔<>SH,10,1,
9,1,洋蔥<>SH,10,1,
9,1,蒜<>SH,10,1,
9,1,紅椒<>SH,10,1,
9,4,鍋<>WC,10,1,
9,5,菜刀<>WNC,15,∞,
9,3,磨刀石<>Y,2,1,
9,3,磨刀石<>Y,4,1,
9,3,磨刀石<>Y,6,1,
10,1,鎬頭<>WC,15,∞,
10,1,鐵鍬<>WCB,10,∞,
10,3,鏟<>WCB,5,∞,
10,3,工作用頭盔<>DH,4,10,
10,3,工作服<>DBN,10,10,
10,20,岩石<>WC,10,1,
11,2,釘<>Y,1,1,
11,5,電單車頭盔<>DH,5,10,
11,2,石塊<>WC,1,1,
11,3,釘<>Y,4,1,
11,3,釘<>Y,1,1,
11,3,釘<>Y,2,1,
11,3,釘<>Y,3,1,
12,10,石塊<>WC,1,1,
12,1,菜刀<>WNC,15,∞,
12,1,玻璃杯<>WC,10,1,
12,1,碟子<>WC,10,1,
12,1,鍋<>WC,10,1,
12,1,玻璃<>WC,10,1,
12,1,電視<>WC,20,1,
12,1,桌子<>WC,20,1,
12,1,縫紉工具<>Y,3,1,
12,1,縫紉工具<>Y,5,1,
12,1,縫紉工具<>Y,10,1,
12,1,架子<>WC,15,1,
12,2,碟子<>WC,10,1,
12,5,空瓶子<>WC,2,1,
12,7,空罐<>WC,2,1,
12,4,玻璃杯<>WC,10,1,
12,4,玻璃<>WC,10,1,
12,1,咖喱粉<>SH,10,1,
12,1,醬油<>SH,10,1,
12,1,調味汁<>SH,10,1,
12,4,鍋<>WC,10,1,
12,5,菜刀<>WNC,15,∞,
12,10,磨刀石<>Y,1,10,
13,1,木魚<>WC,1,1,
13,8,墓碑牌<>WB,4,1,
13,10,石塊<>WC,1,1,
14,6,鉛筆<>WC,2,∞,
14,5,橡皮擦<>WC,1,1,
14,4,燒瓶<>WC,3,1,
14,3,拖把<>WB,8,1,
14,6,治傷藥<>HH,40,1,
14,4,黑板擦<>WC,2,1,
14,1,白色粉筆<>WC,2,1,
14,1,紅色粉筆<>WC,2,1,
14,1,黃色粉筆<>WC,2,1,
14,1,綠色粉筆<>WC,2,1,
14,1,茶色粉筆<>WC,2,1,
14,1,人體模型<>WB,3,∞,
14,1,巨大三角板<>WB,4,∞,
14,1,巨大圓規<>WB,4,∞,
14,1,椅子<>WB,4,∞,
15,10,驅魔箭<>Y,5,1,
15,20,神簽<>Y,1,1,
16,1,鐮刀<>WN,15,1,
17,30,水<>HH,15,1,
18,1,菜刀<>WNC,15,∞,
18,1,玻璃杯<>WC,10,1,
18,8,果汁沖劑<>HH,3,1,
18,1,碟子<>WC,10,1,
18,1,鍋<>WC,10,1,
18,1,玻璃<>WC,10,1,
18,1,電視<>WC,20,1,
18,1,桌子<>WC,20,1,
18,1,架子<>WC,15,1,
18,2,碟子<>WC,10,1,
18,5,玻璃杯<>WC,10,1,
18,5,玻璃<>WC,10,1,
18,4,鍋<>WC,10,1,
18,5,菜刀<>WNC,15,∞,
18,8,磨刀石<>Y,1,1,
19,20,治傷藥<>HH,40,1,
19,3,白衣<>DBN,10,20,
19,30,營養飲料<>SH,50,1,
20,15,煮過的菜<>SD,25,1,
20,15,煮過的菜<>SH,25,1,
21,4,捕時機<>TN,10,1,
21,8,捕時機<>TO,10,1,
21,20,子彈<>Y,5,1,
21,10,水<>HH,15,1,
21,4,地雷<>TN,8,1,
21,4,地雷<>TO,8,1,
99,10,子彈<>Y,5,1,
99,10,水<>HH,15,1,
99,1,火繩鎗<>WGB,20,0,
99,1,護甲<>DBA,20,20,
99,1,連環甲<>DBC,18,20,
99,1,盔<>DH,8,20,
99,1,名刀正宗<>WNC,25,∞,
99,1,和弓<>WAB,18,0,
99,1,家傳寶刀<>WNC,25,∞,
99,1,家傳護甲<>DBA,25,20,
0,0,<--特別道具-->,,,
99,1,雷達<>R2,1,∞,
99,6,磨刀石<>Y,1,1,
99,10,解毒劑<>Y,1,1,
99,20,毒藥<>Y,1,1,
99,10,電池<>Y,1,1,
99,10,輕油<>Y,1,1,
99,10,肥料<>Y,1,1,
99,10,汽油<>Y,1,1,
99,10,信管<>Y,1,1,
99,10,煮食爐<>Y,1,1,
